ArrayID	c Tissue
GSM158675	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158659	Normal human mammary epithelial cells
GSM158662	Normal human mammary epithelial cells, hTERT-immortalized
GSM158673	Normal human mammary epithelial cells, hTERT-immortalized
GSM158679	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158665	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158671	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized) 
GSM158672	Normal human mammary epithelial cells, hTERT-immortalized
GSM158677	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158664	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158661	Normal human mammary epithelial cells, hTERT-immortalized
GSM158663	Normal human mammary epithelial cells, hTERT-immortalized
GSM158676	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158668	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158669	BPE cells (Normal human mammary epithelial cells, hTERT-immortalized)
GSM158660	Normal human mammary epithelial cells, hTERT-immortalized
GSM307014	Breast cancer cell line (MCF-7)
GSM307015	Breast cancer cell line (MDA-MB-231)
GSM371958	Human lung squamous BEAS-2B Control cells
GSM371987	Human lung squamous BEAS-2B SOX2 cells
GSM198049	Human CD34+ cord blood cells
GSM198048	Human CD34+ cord blood cells
GSM198045	Human CD34+ cord blood cells
GSM198043	Human CD34+ cord blood cells
GSM198053	Human CD34+ cord blood cells
GSM198046	Human CD34+ cord blood cells
GSM198050	Human CD34+ cord blood cells
GSM198051	Human CD34+ cord blood cells
GSM198047	Human CD34+ cord blood cells
GSM198044	Human CD34+ cord blood cells
GSM198042	Human CD34+ cord blood cells
GSM198052	Human CD34+ cord blood cells
GSM452737	fibroblast
GSM452731	iPS
GSM452733	iPS
GSM452728	iPS
GSM452729	iPS
GSM452736	fibroblast
GSM452732	iPS
GSM452726	fibroblast
GSM452730	fibroblast
GSM452735	fibroblast
GSM452734	fibroblast
GSM452727	iPS
GSM231400	Myometrium_preterm labor_T84
GSM231404	Myometrium_preterm labor_T53
GSM231391	Myometrium_term no labor_Prot12
GSM231408	Myometrium_preterm no labor_T18
GSM231411	Myometrium_preterm no labor_T36
GSM231385	Myometrium_term labor_Flap28
GSM231387	Myometrium_term labor_Flap35
GSM231386	Myometrium_term labor_Flap29
GSM231410	Myometrium_preterm no labor_T25
GSM231390	Myometrium_term no labor_Mem72
GSM231396	Myometrium_preterm labor_N20
GSM231393	Myometrium_term no labor_T16
GSM349150	NOTPA_DOX_MKL_REP1
GSM349687	NOTPA_NODOX_MKL_REP1
GSM349041	TPA_NODOX_MKL_REP2
GSM349688	TPA_NODOX_CONTROL_REP1
GSM349154	TPA_DOX_CONTROL_REP1
GSM349046	TPA_DOX_MKL_REP1
GSM349037	TPA_NODOX_MKL_REP1
GSM349120	NOTPA_DOX_CONTROL_REP1
GSM349054	TPA_DOX_MKL_REP2
GSM349152	NOTPA_NODOX_CONTROL_REP1
GSM376551	Cardiff
GSM376180	Cardiff
GSM376261	Munich
GSM376472	Salamanca
GSM376154	Cardiff
GSM376432	Salamanca
GSM376569	Munich
GSM376098	Munich
GSM376421	Munich
GSM376205	Salamanca
GSM376729	Salamanca
GSM376080	Cardiff
GSM376079	Cardiff
GSM376196	Munich
GSM376411	Berlin
GSM376271	Salamanca
GSM376851	Berlin
GSM376807	Berlin
GSM376066	Munich
GSM376806	Munich
GSM376899	Salamanca
GSM376430	Munich
GSM376255	Munich
GSM376557	Cardiff
GSM376736	Cardiff
GSM376259	Munich
GSM376547	Munich
GSM376827	Salamanca
GSM376890	Munich
GSM376108	Salamanca
GSM376367	Salamanca
GSM376884	Berlin
GSM376671	Cardiff
GSM376058	Munich
GSM376113	Salamanca
GSM376926	Munich
GSM376091	Cardiff
GSM376591	Munich
GSM376348	Salamanca
GSM376718	Salamanca
GSM376343	Salamanca
GSM376288	Munich
GSM376781	Munich
GSM376676	Cardiff
GSM376665	Salamanca
GSM376693	Salamanca
GSM376689	Munich
GSM376876	Salamanca
GSM376609	Cardiff
GSM376296	Cardiff
GSM376659	Munich
GSM376518	Salamanca
GSM376627	Cardiff
GSM376308	Munich
GSM376207	Cardiff
GSM376352	Cardiff
GSM376304	Berlin
GSM376150	Cardiff
GSM376818	Munich
GSM376741	Salamanca
GSM376666	Cardiff
GSM376612	Munich
GSM376076	Munich
GSM376685	Munich
GSM376857	Munich
GSM376653	Salamanca
GSM376473	Cardiff
GSM376298	Cardiff
GSM376673	Salamanca
GSM376799	Berlin
GSM376682	Munich
GSM376784	Salamanca
GSM376513	Munich
GSM376127	Munich
GSM376365	Munich
GSM376199	Munich
GSM376290	Salamanca
GSM376324	Cardiff
GSM376775	Cardiff
GSM376866	Cardiff
GSM376316	Salamanca
GSM376458	Berlin
GSM376084	Cardiff
GSM376366	Cardiff
GSM376871	Munich
GSM376085	Munich
GSM376643	Cardiff
GSM376672	Munich
GSM376338	Salamanca
GSM376460	Salamanca
GSM376162	Salamanca
GSM376782	Cardiff
GSM376244	Munich
GSM376403	Munich
GSM376310	Munich
GSM376168	Cardiff
GSM376170	Munich
GSM376072	Munich
GSM376543	Cardiff
GSM376494	Berlin
GSM376638	Cardiff
GSM376766	Cardiff
GSM376061	Munich
GSM376424	Cardiff
GSM376145	Cardiff
GSM376933	Cardiff
GSM376279	Cardiff
GSM376805	Berlin
GSM376850	Salamanca
GSM376843	Cardiff
GSM376686	Cardiff
GSM376210	Salamanca
GSM376771	Cardiff
GSM376384	Salamanca
GSM376492	Cardiff
GSM376779	Cardiff
GSM376715	Salamanca
GSM376617	Munich
GSM376332	Cardiff
GSM376872	Salamanca
GSM376831	Berlin
GSM376737	Cardiff
GSM376109	Munich
GSM376291	Salamanca
GSM376645	Munich
GSM376662	Munich
GSM376444	Cardiff
GSM376480	Berlin
GSM376380	Cardiff
GSM376179	Cardiff
GSM376195	Salamanca
GSM376589	Cardiff
GSM376840	Cardiff
GSM376792	Berlin
GSM376786	Munich
GSM376561	Berlin
GSM376769	Cardiff
GSM376698	Salamanca
GSM376397	Berlin
GSM376514	Munich
GSM376914	Cardiff
GSM376758	Salamanca
GSM376120	Cardiff
GSM376615	Munich
GSM376094	Cardiff
GSM376607	Salamanca
GSM376489	Salamanca
GSM376216	Munich
GSM376765	Cardiff
GSM376713	Salamanca
GSM376754	Berlin
GSM376329	Berlin
GSM376691	Cardiff
GSM376090	Cardiff
GSM376553	Cardiff
GSM376580	Cardiff
GSM376487	Salamanca
GSM376652	Munich
GSM376790	Salamanca
GSM376583	Munich
GSM376724	Berlin
GSM376813	Salamanca
GSM376825	Cardiff
GSM376160	Munich
GSM376670	Salamanca
GSM376567	Munich
GSM376568	Salamanca
GSM376440	Cardiff
GSM376125	Cardiff
GSM376123	Munich
GSM376852	Berlin
GSM376245	Munich
GSM376172	Munich
GSM376608	Salamanca
GSM376186	Munich
GSM376538	Cardiff
GSM376916	Berlin
GSM376668	Munich
GSM376816	Cardiff
GSM376374	Salamanca
GSM376811	Munich
GSM376387	Berlin
GSM376590	Cardiff
GSM376083	Munich
GSM376695	Cardiff
GSM376602	Cardiff
GSM376600	Munich
GSM376082	Munich
GSM376314	Cardiff
GSM376788	Salamanca
GSM376246	Cardiff
GSM376175	Cardiff
GSM376886	Berlin
GSM376791	Cardiff
GSM376388	Munich
GSM376582	Salamanca
GSM376375	Munich
GSM376841	Cardiff
GSM376333	Cardiff
GSM376862	Cardiff
GSM376174	Cardiff
GSM376305	Cardiff
GSM376414	Cardiff
GSM376468	Berlin
GSM376112	Salamanca
GSM376394	Cardiff
GSM376540	Salamanca
GSM376133	Cardiff
GSM376814	Berlin
GSM376274	Cardiff
GSM376604	Cardiff
GSM376820	Cardiff
GSM376918	Berlin
GSM376521	Salamanca
GSM376360	Cardiff
GSM376105	Munich
GSM376744	Munich
GSM376474	Berlin
GSM376756	Munich
GSM376728	Salamanca
GSM376606	Munich
GSM376519	Salamanca
GSM376928	Cardiff
GSM376931	Cardiff
GSM376858	Cardiff
GSM376830	Cardiff
GSM376503	Cardiff
GSM376486	Salamanca
GSM376454	Munich
GSM376173	Munich
GSM376923	Berlin
GSM376712	Berlin
GSM376341	Berlin
GSM376897	Cardiff
GSM376881	Salamanca
GSM376579	Cardiff
GSM376730	Cardiff
GSM376461	Munich
GSM376426	Cardiff
GSM376710	Cardiff
GSM376185	Cardiff
GSM376721	Salamanca
GSM376812	Salamanca
GSM376649	Cardiff
GSM376797	Berlin
GSM376368	Salamanca
GSM376284	Cardiff
GSM376410	Cardiff
GSM376587	Cardiff
GSM376252	Munich
GSM376325	Cardiff
GSM376482	Salamanca
GSM376639	Munich
GSM376477	Cardiff
GSM376495	Munich
GSM376585	Salamanca
GSM376529	Munich
GSM376471	Salamanca
GSM376880	Cardiff
GSM376603	Munich
GSM376839	Salamanca
GSM376065	Salamanca
GSM376770	Cardiff
GSM376570	Cardiff
GSM376873	Salamanca
GSM376546	Munich
GSM376121	Munich
GSM376919	Cardiff
GSM376905	Berlin
GSM376633	Salamanca
GSM376910	Munich
GSM376855	Cardiff
GSM376088	Cardiff
GSM376641	Munich
GSM376688	Munich
GSM376054	Munich
GSM376761	Cardiff
GSM376450	Munich
GSM376628	Munich
GSM376565	Munich
GSM376869	Cardiff
GSM376193	Munich
GSM376159	Cardiff
GSM376654	Munich
GSM376860	Berlin
GSM376147	Salamanca
GSM376616	Munich
GSM376093	Munich
GSM376200	Salamanca
GSM376793	Cardiff
GSM376711	Salamanca
GSM376248	Salamanca
GSM376345	Berlin
GSM376081	Salamanca
GSM376757	Salamanca
GSM376511	Munich
GSM376163	Salamanca
GSM376399	Cardiff
GSM376359	Berlin
GSM376354	Cardiff
GSM376640	Cardiff
GSM376148	Munich
GSM376842	Cardiff
GSM376642	Munich
GSM376418	Munich
GSM376528	Munich
GSM376748	Munich
GSM376428	Cardiff
GSM376847	Cardiff
GSM376657	Salamanca
GSM376297	Cardiff
GSM376520	Salamanca
GSM376844	Cardiff
GSM376459	Berlin
GSM376103	Munich
GSM376785	Salamanca
GSM376684	Munich
GSM376183	Munich
GSM376506	Salamanca
GSM376703	Salamanca
GSM376126	Salamanca
GSM376675	Munich
GSM376257	Salamanca
GSM376878	Munich
GSM376266	Cardiff
GSM376588	Munich
GSM376828	Cardiff
GSM376854	Cardiff
GSM376056	Salamanca
GSM376478	Munich
GSM376146	Salamanca
GSM376320	Cardiff
GSM376104	Cardiff
GSM376111	Munich
GSM376122	Salamanca
GSM376772	Salamanca
GSM376265	Cardiff
GSM376469	Berlin
GSM376272	Salamanca
GSM376932	Cardiff
GSM376798	Berlin
GSM376391	Salamanca
GSM376920	Salamanca
GSM376821	Munich
GSM376057	Salamanca
GSM376586	Munich
GSM376808	Cardiff
GSM376144	Munich
GSM376074	Munich
GSM376504	Salamanca
GSM376476	Berlin
GSM376738	Salamanca
GSM376635	Munich
GSM376735	Salamanca
GSM376327	Salamanca
GSM376204	Munich
GSM376629	Cardiff
GSM376522	Cardiff
GSM376429	Berlin
GSM376433	Salamanca
GSM376050	Munich
GSM376717	Salamanca
GSM376448	Berlin
GSM376900	Salamanca
GSM376891	Munich
GSM376708	Cardiff
GSM376837	Berlin
GSM376073	Cardiff
GSM376169	Salamanca
GSM376099	Cardiff
GSM376705	Cardiff
GSM376622	Salamanca
GSM376292	Cardiff
GSM376315	Cardiff
GSM376457	Cardiff
GSM376239	Cardiff
GSM376382	Salamanca
GSM376548	Cardiff
GSM376632	Cardiff
GSM376369	Berlin
GSM376902	Munich
GSM376075	Munich
GSM376594	Salamanca
GSM376287	Munich
GSM376197	Munich
GSM376269	Cardiff
GSM376747	Salamanca
GSM376318	Salamanca
GSM376734	Munich
GSM376264	Cardiff
GSM376660	Munich
GSM376774	Salamanca
GSM376777	Cardiff
GSM376124	Cardiff
GSM376130	Salamanca
GSM376552	Munich
GSM376142	Munich
GSM376213	Cardiff
GSM376267	Cardiff
GSM376887	Cardiff
GSM376167	Cardiff
GSM376311	Cardiff
GSM376064	Cardiff
GSM376317	Cardiff
GSM376490	Cardiff
GSM376500	Berlin
GSM376836	Munich
GSM376888	Berlin
GSM376051	Munich
GSM376086	Salamanca
GSM376566	Salamanca
GSM376262	Salamanca
GSM376243	Munich
GSM376835	Berlin
GSM376242	Cardiff
GSM376499	Cardiff
GSM376901	Berlin
GSM376328	Cardiff
GSM376398	Cardiff
GSM376285	Cardiff
GSM376447	Cardiff
GSM376141	Munich
GSM376361	Berlin
GSM376442	Berlin
GSM376389	Salamanca
GSM376663	Cardiff
GSM376510	Cardiff
GSM376716	Salamanca
GSM376742	Berlin
GSM376218	Munich
GSM376848	Cardiff
GSM376870	Munich
GSM376898	Cardiff
GSM376107	Cardiff
GSM376439	Munich
GSM135293	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135297	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135290	Blood from pre-infected Rhesus Macaque taken before infection
GSM135301	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done on the 7th day (post-viremic)
GSM135296	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135312	Blood from Rhesus Macaques infected intravenously with a LCMV-Armstrong strain .Sampling is done on the 3rd day.
GSM135310	Blood from Rhesus Macaques infected intravenously with a LCMV-Armstrong strain .Sampling is done on the 3rd day.
GSM135299	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135307	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done onon the 6th day (post-viremic)
GSM135302	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE) . .Sampling is done on the 1st day (pre-viremic)
GSM135295	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135300	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135303	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done on the 1st day (pre-viremic)
GSM135292	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135298	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135311	Blood from Rhesus Macaques infected intravenously with a LCMV-Armstrong strain .Sampling is done on the 7th day.
GSM135306	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done on the 4th day (post-viremic)
GSM135304	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done on the 2nd day (pre-viremic)
GSM135308	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE) .Sampling is done on the 6th day (post-viremic)
GSM135291	Blood from a pre-infected Rhesus Macaque taken before infection
GSM135309	Blood from Rhesus Macaques infected intravenously with a LCMV-Armstrong strain .Sampling is done on the 3rd day.
GSM135313	Blood from Rhesus Macaques infected intravenously with a LCMV-Armstrong strain .Sampling is done on the 5th day.
GSM135305	Blood from Rhesus Macaques infected intravenously with a lethal dose of lymphocytic choriomeningitis virus (LCMV-WE)  .Sampling is done on the 3rd day (pre-viremic)
GSM135294	Blood from a pre-infected Rhesus Macaque taken before infection
GSM287905	MDA-MB-231 breast cancer cells
GSM287909	MDA-MB-231 breast cancer cells
GSM287864	MDA-MB-231 breast cancer cells
GSM287906	MDA-MB-231 breast cancer cells
GSM287850	MDA-MB-231 breast cancer cells
GSM287907	MDA-MB-231 breast cancer cells
GSM287851	MDA-MB-231 breast cancer cells
GSM287848	MDA-MB-231 breast cancer cells
GSM287846	MDA-MB-231 breast cancer cells
GSM287849	MDA-MB-231 breast cancer cells
GSM287847	MDA-MB-231 breast cancer cells
GSM287863	MDA-MB-231 breast cancer cells
GSM287862	MDA-MB-231 breast cancer cells
GSM287910	MDA-MB-231 breast cancer cells
GSM287865	MDA-MB-231 breast cancer cells
GSM184641	mesenchymal stem cells, 7th passage
GSM184657	mesenchymal stem cells, 7th passage
GSM184665	mesenchymal stem cells, 9th passage
GSM184640	mesenchymal stem cells, 7th passage
GSM184662	mesenchymal stem cells, 9th passage
GSM184646	mesenchymal stem cells, 13th passage
GSM184644	mesenchymal stem cells, 9th passage
GSM184658	mesenchymal stem cells, 7th passage
GSM184652	mesenchymal stem cells, 28th passage
GSM184639	mesenchymal stem cells, 7th passage
GSM184643	mesenchymal stem cells, 9th passage
GSM184663	mesenchymal stem cells, 9th passage
GSM184654	mesenchymal stem cells, 7th passage
GSM184637	mesenchymal stem cells, 5th passage
GSM184660	mesenchymal stem cells, 9th passage
GSM184642	mesenchymal stem cells, 9th passage
GSM184649	mesenchymal stem cells, 21st passage
GSM184636	mesenchymal stem cells, 5th passage
GSM184656	mesenchymal stem cells, 7th passage
GSM184638	mesenchymal stem cells, 5th passage
GSM184653	mesenchymal stem cells, 28th passage
GSM184659	mesenchymal stem cells, 7th passage
GSM184648	mesenchymal stem cells, 14th passage
GSM184664	mesenchymal stem cells, 9th passage
GSM184661	mesenchymal stem cells, 9th passage
GSM184655	mesenchymal stem cells, 7th passage
GSM184645	mesenchymal stem cells, 13th passage
GSM184647	mesenchymal stem cells, 13th passage
GSM184650	mesenchymal stem cells, 21st passage
GSM184651	mesenchymal stem cells, 28th passage
GSM257660	Jurkat cell line
GSM257471	Jurkat cell line
GSM257472	Jurkat cell line
GSM257661	Jurkat cell line
GSM38387	isolated alveolar macrophages
GSM38376	isolated alveolar macrophages
GSM38383	isolated alveolar macrophages
GSM38350	isolated alveolar macrophages
GSM38345	isolated alveolar macrophages
GSM38353	isolated alveolar macrophages
GSM38384	isolated alveolar macrophages
GSM38366	isolated alveolar macrophages
GSM38357	isolated alveolar macrophages
GSM38388	isolated alveolar macrophages
GSM38356	isolated alveolar macrophages
GSM38369	isolated alveolar macrophages
GSM38370	isolated alveolar macrophages
GSM38373	isolated alveolar macrophages
GSM38365	isolated alveolar macrophages
GSM38380	isolated alveolar macrophages
GSM38364	isolated alveolar macrophages
GSM38352	isolated alveolar macrophages
GSM38363	isolated alveolar macrophages
GSM38382	isolated alveolar macrophages
GSM38381	isolated alveolar macrophages
GSM38349	isolated alveolar macrophages
GSM38361	isolated alveolar macrophages
GSM38359	isolated alveolar macrophages
GSM38377	isolated alveolar macrophages
GSM38372	isolated alveolar macrophages
GSM38362	isolated alveolar macrophages
GSM38346	isolated alveolar macrophages
GSM38347	isolated alveolar macrophages
GSM38386	isolated alveolar macrophages
GSM38354	isolated alveolar macrophages
GSM38367	isolated alveolar macrophages
GSM38368	isolated alveolar macrophages
GSM38355	isolated alveolar macrophages
GSM38375	isolated alveolar macrophages
GSM38385	isolated alveolar macrophages
GSM38360	isolated alveolar macrophages
GSM38389	isolated alveolar macrophages
GSM38371	isolated alveolar macrophages
GSM38378	isolated alveolar macrophages
GSM38374	isolated alveolar macrophages
GSM38379	isolated alveolar macrophages
GSM38348	isolated alveolar macrophages
GSM38351	isolated alveolar macrophages
GSM38358	isolated alveolar macrophages
GSM303301	pancreatic tumor xenograft, HhAntag treated, replicate 3
GSM303296	pancreatic tumor xenograft, vehicle treated, replicate 2
GSM303297	pancreatic tumor xenograft, vehicle treated, replicate 3
GSM303295	pancreatic tumor xenograft, vehicle treated, replicate 1
GSM303300	pancreatic tumor xenograft, HhAntag treated, replicate 2
GSM303302	pancreatic tumor xenograft, HhAntag treated, replicate 4
GSM303299	pancreatic tumor xenograft, HhAntag treated, replicate 1
GSM303298	pancreatic tumor xenograft, vehicle treated, replicate 4
GSM540264_200406-20	human breast cancer tumors
GSM540271_010405-06	human breast cancer tumors
GSM540128_171104-8	human breast cancer tumors
GSM540221_171104-7	human breast cancer tumors
GSM540270_030205-09	human breast cancer tumors
GSM540255_260106-01	human breast cancer tumors
GSM540113_171104-3	human breast cancer tumors
GSM540223_090905-6	human breast cancer tumors
GSM540172_060406-22	human breast cancer tumors
GSM540129_090905-01	human breast cancer tumors
